2020-08-28 at 14:50:49 | SUCCESS | 消息内容:{'end_time': '1598597372', 'spider_name': 'caijing_10jqka_cjyw', 'collection_name': 'sy_news_finance_10jqka_raw', 'start_time': '1598597372'}  消息处理总量:0条
2020-08-28 at 16:56:45 | SUCCESS | 消息内容:{'end_time': '1598604874', 'collection_name': 'sy_news_finance_591hx_raw', 'spider_name': 'caijing_591hx_stock_all', 'start_time': '1598604874'}  消息处理总量:1条
2020-08-28 at 16:56:48 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598605017', 'start_time': '1598605012', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:6条
2020-08-28 at 16:57:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598605095', 'start_time': '1598605095', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:1条
2020-08-28 at 16:57:55 | SUCCESS | 消息内容:{'end_time': '1598605083', 'collection_name': 'sy_news_finance_southmoney_raw', 'spider_name': 'caijing_southmoney_caijingyaowen', 'start_time': '1598605083'}  消息处理总量:1条
2020-08-28 at 16:58:32 | SUCCESS | 消息内容:{'start_time': '1598605115', 'spider_name': 'caijing_leju_lejucaijing_all', 'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1598605115'}  消息处理总量:1条
2020-08-28 at 16:58:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598605130', 'start_time': '1598605129', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:4条
2020-08-28 at 16:58:55 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598605080', 'start_time': '1598605077', 'spider_name': 'caijing_eastmoney_jijin'}  消息处理总量:3条
2020-08-28 at 16:59:06 | SUCCESS | 消息内容:{'start_time': '1598605114', 'collection_name': 'sy_news_finance_mysteel_raw', 'spider_name': 'caijing_mysteel_zonghe_all', 'end_time': '1598605156'}  消息处理总量:4条
2020-08-28 at 16:59:33 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1598605195', 'start_time': '1598605194', 'spider_name': 'caijing_jiemian_xiaofei'}  消息处理总量:2条
2020-08-28 at 16:59:36 | SUCCESS | 消息内容:{'start_time': '1598605188', 'spider_name': 'caijing_eccn_zxzx', 'collection_name': 'sy_news_finance_eccn_raw', 'end_time': '1598605188'}  消息处理总量:1条
2020-08-28 at 17:00:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1598605206', 'start_time': '1598605206', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:1条
2020-08-28 at 17:00:18 | SUCCESS | 消息内容:{'start_time': '1598605212', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'end_time': '1598605230'}  消息处理总量:7条
2020-08-28 at 17:00:57 | SUCCESS | 消息内容:{'start_time': '1598605227', 'collection_name': 'sy_news_finance_guandian_raw', 'spider_name': 'caijing_guandian_news_all', 'end_time': '1598605230'}  消息处理总量:2条
2020-08-28 at 17:01:10 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598605273', 'start_time': '1598605258', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:14条
2020-08-28 at 17:01:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1598605296', 'start_time': '1598605293', 'spider_name': 'caijing_10jqka_cjyw'}  消息处理总量:2条
2020-08-28 at 17:01:59 | SUCCESS | 消息内容:{'start_time': '1598605363', 'collection_name': 'sy_news_hangye_hc360_raw', 'spider_name': 'hangye_hc360_news', 'end_time': '1598605363'}  消息处理总量:1条
2020-08-28 at 17:02:29 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_wabei_raw', 'end_time': '1598605312', 'start_time': '1598605305', 'spider_name': 'caijing_wabei_chanye'}  消息处理总量:7条
2020-08-28 at 17:03:18 | SUCCESS | 消息内容:{'end_time': '1598605391', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1598605385'}  消息处理总量:17条
2020-08-28 at 17:03:32 | SUCCESS | 消息内容:{'end_time': '1598605355', 'spider_name': 'caijing_winshang_yaowen_all', 'collection_name': 'sy_news_finance_winshang_raw', 'start_time': '1598605328'}  消息处理总量:2条
2020-08-28 at 17:03:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1598605405', 'start_time': '1598605392', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:20条
2020-08-28 at 17:03:35 | SUCCESS | 消息内容:{'start_time': '1598605440', 'collection_name': 'sy_news_hangye_brick_tile_raw', 'spider_name': 'hangye_brick_title_news', 'end_time': '1598605440'}  消息处理总量:1条
2020-08-28 at 17:04:15 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598605406', 'start_time': '1598605406', 'spider_name': 'caijing_eastmoney_wh'}  消息处理总量:2条
2020-08-28 at 17:04:20 | SUCCESS | 消息内容:{'start_time': '1598605464', 'collection_name': 'sy_news_finance_iyiou_raw', 'spider_name': 'caijing_iyiou_kuaixun', 'end_time': '1598605465'}  消息处理总量:2条
2020-08-28 at 17:04:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_huxiu_raw', 'end_time': '1598605483', 'start_time': '1598605483', 'spider_name': 'caijing_huxiu_zixun'}  消息处理总量:1条
2020-08-28 at 17:04:56 | SUCCESS | 消息内容:{'end_time': '1598605477', 'collection_name': 'sy_news_finance_10jqka_raw', 'spider_name': 'caijing_10jqka_hyyj', 'start_time': '1598605473'}  消息处理总量:2条
2020-08-28 at 17:05:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_bjnews_raw', 'end_time': '1598605548', 'start_time': '1598605547', 'spider_name': 'caijing_bjnews_finance'}  消息处理总量:3条
2020-08-28 at 17:05:45 | SUCCESS | 消息内容:{'start_time': '1598605554', 'spider_name': 'caijing_jiemian_dichan', 'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1598605555'}  消息处理总量:4条
2020-08-28 at 17:06:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_lieyunwang_raw', 'end_time': '1598605560', 'start_time': '1598605553', 'spider_name': 'caijing_lieyunwang_zixun'}  消息处理总量:3条
2020-08-28 at 17:06:07 | SUCCESS | 消息内容:{'start_time': '1598605585', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'end_time': '1598605587'}  消息处理总量:2条
2020-08-28 at 17:06:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598605570', 'start_time': '1598605563', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:10条
2020-08-28 at 17:06:35 | SUCCESS | 消息内容:{'end_time': '1598605591', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'start_time': '1598605583'}  消息处理总量:3条
2020-08-28 at 17:07:28 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_abi_raw', 'end_time': '1598605666', 'start_time': '1598605656', 'spider_name': 'caijing_abi_zixun'}  消息处理总量:6条
2020-08-28 at 17:07:44 | SUCCESS | 消息内容:{'end_time': '1598605684', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598605684'}  消息处理总量:1条
2020-08-28 at 17:08:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_leju_raw', 'end_time': '1598605684', 'start_time': '1598605684', 'spider_name': 'caijing_leju_lejucaijing_all'}  消息处理总量:1条
2020-08-28 at 17:08:24 | SUCCESS | 消息内容:{'end_time': '1598605695', 'spider_name': 'caijing_eastmoney_xinsanban_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598605695'}  消息处理总量:1条
2020-08-28 at 17:08:43 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1598605713', 'start_time': '1598605693', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:3条
2020-08-28 at 17:09:01 | SUCCESS | 消息内容:{'end_time': '1598605765', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_jigou', 'start_time': '1598605765'}  消息处理总量:1条
2020-08-28 at 17:09:45 | SUCCESS | 消息内容:{'start_time': '1598605803', 'collection_name': 'sy_news_finance_eccn_raw', 'spider_name': 'caijing_eccn_zxzx', 'end_time': '1598605803'}  消息处理总量:2条
2020-08-28 at 17:09:53 | SUCCESS | 消息内容:{'end_time': '1598605795', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw', 'start_time': '1598605795'}  消息处理总量:1条
2020-08-28 at 17:09:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598605806', 'start_time': '1598605795', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:16条
2020-08-28 at 17:10:28 | SUCCESS | 消息内容:{'end_time': '1598605831', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598605825'}  消息处理总量:11条
2020-08-28 at 17:10:41 | SUCCESS | 消息内容:{'end_time': '1598605835', 'collection_name': 'sy_news_finance_36kr_raw', 'spider_name': 'caijing_36kr_zixun', 'start_time': '1598605834'}  消息处理总量:2条
2020-08-28 at 17:10:50 | SUCCESS | 消息内容:{'end_time': '1598605839', 'spider_name': 'caijing_askci_gcy', 'collection_name': 'sy_news_finance_askci_raw', 'start_time': '1598605837'}  消息处理总量:2条
2020-08-28 at 17:10:57 | SUCCESS | 消息内容:{'end_time': '1598605874', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'start_time': '1598605874'}  消息处理总量:1条
2020-08-28 at 17:11:10 | SUCCESS | 消息内容:{'end_time': '1598605892', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_hg', 'start_time': '1598605892'}  消息处理总量:1条
2020-08-28 at 17:11:20 | SUCCESS | 消息内容:{'end_time': '1598605903', 'spider_name': 'caijing_bjx_yaowen', 'collection_name': 'sy_news_finance_bjx_raw', 'start_time': '1598605903'}  消息处理总量:1条
2020-08-28 at 17:12:09 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598605841', 'start_time': '1598605748', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:67条
2020-08-28 at 17:12:09 | SUCCESS | 消息内容:{'start_time': '1598605933', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_gsxw', 'end_time': '1598605943'}  消息处理总量:7条
2020-08-28 at 17:12:20 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598605835', 'start_time': '1598605835', 'spider_name': 'caijing_eastmoney_jigou_all'}  消息处理总量:1条
2020-08-28 at 17:12:25 | SUCCESS | 消息内容:{'end_time': '1598605953', 'spider_name': 'caijing_iyiou_kuaixun', 'collection_name': 'sy_news_finance_iyiou_raw', 'start_time': '1598605953'}  消息处理总量:2条
2020-08-28 at 17:12:33 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598605974', 'start_time': '1598605973', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-08-28 at 17:13:47 | SUCCESS | 消息内容:{'start_time': '1598606036', 'collection_name': 'sy_news_finance_investorchina_raw', 'spider_name': 'caijing_investorchina_scgz', 'end_time': '1598606036'}  消息处理总量:1条
2020-08-28 at 17:14:19 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598606077', 'start_time': '1598606076', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:4条
2020-08-28 at 17:14:21 | SUCCESS | 消息内容:{'end_time': '1598606104', 'collection_name': 'sy_news_hangye_dramx_raw', 'spider_name': 'hangye_dramx_news', 'start_time': '1598606104'}  消息处理总量:1条
2020-08-28 at 17:14:27 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cqnews_raw', 'end_time': '1598605892', 'start_time': '1598605892', 'spider_name': 'caijing_cqnews_finance_all'}  消息处理总量:1条
2020-08-28 at 17:14:50 | SUCCESS | 消息内容:{'end_time': '1598606111', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598606109'}  消息处理总量:4条
2020-08-28 at 17:14:51 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_yuncaijing_raw', 'end_time': '1598606077', 'start_time': '1598606072', 'spider_name': 'caijing_yuncaijing_neican'}  消息处理总量:3条
2020-08-28 at 17:15:31 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598606157', 'start_time': '1598606156', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:0条
2020-08-28 at 17:15:35 | SUCCESS | 消息内容:{'start_time': '1598606114', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598606120'}  消息处理总量:13条
2020-08-28 at 17:16:09 | SUCCESS | 消息内容:{'end_time': '1598606184', 'spider_name': 'caijing_zhicheng_caijing', 'collection_name': 'sy_news_finance_zhicheng_raw', 'start_time': '1598606183'}  消息处理总量:2条
2020-08-28 at 17:16:20 | SUCCESS | 消息内容:{'start_time': '1598606204', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb', 'end_time': '1598606204'}  消息处理总量:0条
2020-08-28 at 17:16:23 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598606194', 'start_time': '1598606185', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:9条
2020-08-28 at 17:17:05 | SUCCESS | 消息内容:{'end_time': '1598606218', 'spider_name': 'caijing_leju_lejucaijing_all', 'collection_name': 'sy_news_finance_leju_raw', 'start_time': '1598606164'}  消息处理总量:10条
2020-08-28 at 17:17:30 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_abi_raw', 'end_time': '1598606271', 'start_time': '1598606264', 'spider_name': 'caijing_abi_zixun'}  消息处理总量:4条
2020-08-28 at 17:17:37 | SUCCESS | 消息内容:{'end_time': '1598606217', 'spider_name': 'caijing_wabei_chanye', 'collection_name': 'sy_news_finance_wabei_raw', 'start_time': '1598606214'}  消息处理总量:5条
2020-08-28 at 17:17:57 | SUCCESS | 消息内容:{'end_time': '1598606286', 'spider_name': 'caijing_cs_cjyw', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1598606286'}  消息处理总量:1条
2020-08-28 at 17:17:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598606290', 'start_time': '1598606284', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:11条
2020-08-28 at 17:18:16 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'end_time': '1598606315', 'start_time': '1598606314', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:3条
2020-08-28 at 17:18:46 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jingjinews_raw', 'end_time': '1598606343', 'start_time': '1598606343', 'spider_name': 'caijing_jingjinews_gongsi'}  消息处理总量:1条
2020-08-28 at 17:18:53 | SUCCESS | 消息内容:{'end_time': '1598606330', 'spider_name': 'caijing_eastmoney_stock_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1598606326'}  消息处理总量:4条
2020-08-28 at 17:18:57 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598606288', 'start_time': '1598606260', 'spider_name': 'caijing_eastmoney_xinsanban_all'}  消息处理总量:2条
2020-08-28 at 17:19:11 | SUCCESS | 消息内容:{'start_time': '1598606334', 'collection_name': 'sy_news_finance_smm_raw', 'spider_name': 'caijing_smm_yaowen', 'end_time': '1598606334'}  消息处理总量:1条
2020-08-28 at 17:19:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1598606375', 'start_time': '1598606375', 'spider_name': 'caijing_cs_jigou'}  消息处理总量:1条
2020-08-28 at 17:19:17 | SUCCESS | 消息内容:{'start_time': '1598606325', 'collection_name': 'sy_news_finance_guandian_raw', 'spider_name': 'caijing_guandian_news_all', 'end_time': '1598606334'}  消息处理总量:5条
2020-08-28 at 17:19:42 | SUCCESS | 消息内容:{'end_time': '1598606393', 'collection_name': 'sy_news_finance_huxiu_raw', 'spider_name': 'caijing_huxiu_zixun', 'start_time': '1598606393'}  消息处理总量:1条
2020-08-28 at 17:20:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eccn_raw', 'end_time': '1598606420', 'start_time': '1598606417', 'spider_name': 'caijing_eccn_zxzx'}  消息处理总量:3条
2020-08-28 at 17:20:20 | SUCCESS | 消息内容:{'start_time': '1598606464', 'spider_name': 'hangye_epwho_news', 'collection_name': 'sy_news_hangye_epwho_raw', 'end_time': '1598606464'}  消息处理总量:1条
2020-08-28 at 17:20:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_iyiou_raw', 'end_time': '1598606449', 'start_time': '1598606449', 'spider_name': 'caijing_iyiou_kuaixun'}  消息处理总量:1条
2020-08-28 at 17:22:04 | SUCCESS | 消息内容:{'start_time': '1598606521', 'collection_name': 'sy_news_finance_eeo_raw', 'spider_name': 'caijing_eeo_caijing', 'end_time': '1598606521'}  消息处理总量:1条
2020-08-28 at 17:22:34 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598606498', 'start_time': '1598606484', 'spider_name': 'caijing_eastmoney_jigou_all'}  消息处理总量:20条
2020-08-28 at 17:22:52 | SUCCESS | 消息内容:{'end_time': '1598606588', 'collection_name': 'sy_news_finance_yuncaijing_raw', 'spider_name': 'caijing_yuncaijing_neican', 'start_time': '1598606564'}  消息处理总量:6条
2020-08-28 at 17:23:01 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598606600', 'start_time': '1598606598', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:4条
2020-08-28 at 17:23:23 | SUCCESS | 消息内容:{'start_time': '1598606623', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'end_time': '1598606623'}  消息处理总量:3条
2020-08-28 at 17:23:32 | SUCCESS | 消息内容:{'start_time': '1598606553', 'collection_name': 'sy_news_finance_winshang_raw', 'spider_name': 'caijing_winshang_yaowen_all', 'end_time': '1598606553'}  消息处理总量:1条
2020-08-28 at 17:23:59 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'end_time': '1598606631', 'start_time': '1598606611', 'spider_name': 'caijing_cnfol_gegu'}  消息处理总量:30条
2020-08-28 at 17:24:33 | SUCCESS | 消息内容:{'start_time': '1598606663', 'spider_name': 'caijing_eastmoney_hk_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598606673'}  消息处理总量:8条
2020-08-28 at 17:25:00 | SUCCESS | 消息内容:{'start_time': '1598606723', 'collection_name': 'sy_news_finance_cnstock_raw', 'spider_name': 'caijing_cnstock_ssgs_all', 'end_time': '1598606723'}  消息处理总量:1条
2020-08-28 at 17:25:02 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastday_raw', 'end_time': '1598606683', 'start_time': '1598606677', 'spider_name': 'caijing_eastday_caijing'}  消息处理总量:8条
2020-08-28 at 17:25:11 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_10jqka_raw', 'end_time': '1598606703', 'start_time': '1598606703', 'spider_name': 'caijing_10jqka_hyyj'}  消息处理总量:0条
2020-08-28 at 17:25:49 | SUCCESS | 消息内容:{'start_time': '1598606727', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598606745'}  消息处理总量:24条
2020-08-28 at 17:26:04 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598606777', 'start_time': '1598606773', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:7条
2020-08-28 at 17:26:07 | SUCCESS | 消息内容:{'start_time': '1598606773', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_cjyw', 'end_time': '1598606773'}  消息处理总量:1条
2020-08-28 at 17:26:25 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cs_raw', 'end_time': '1598606807', 'start_time': '1598606807', 'spider_name': 'caijing_cs_gongsi'}  消息处理总量:1条
2020-08-28 at 17:26:30 | SUCCESS | 消息内容:{'start_time': '1598606816', 'collection_name': 'sy_news_finance_yicai_raw', 'spider_name': 'caijing_yicai_dz', 'end_time': '1598606816'}  消息处理总量:1条
2020-08-28 at 17:26:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_36kr_raw', 'end_time': '1598606815', 'start_time': '1598606814', 'spider_name': 'caijing_36kr_zixun'}  消息处理总量:2条
2020-08-28 at 17:26:59 | SUCCESS | 消息内容:{'end_time': '1598606862', 'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw', 'start_time': '1598606862'}  消息处理总量:1条
2020-08-28 at 17:27:21 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598606858', 'start_time': '1598606855', 'spider_name': 'caijing_eastmoney_ganggu'}  消息处理总量:2条
2020-08-28 at 17:27:22 | SUCCESS | 消息内容:{'start_time': '1598606823', 'collection_name': 'sy_news_finance_smm_raw', 'spider_name': 'caijing_smm_yaowen', 'end_time': '1598606824'}  消息处理总量:2条
2020-08-28 at 17:27:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1598606880', 'start_time': '1598606877', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:5条
2020-08-28 at 17:27:45 | SUCCESS | 消息内容:{'end_time': '1598606875', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_stock_all', 'start_time': '1598606874'}  消息处理总量:3条
2020-08-28 at 17:28:27 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_southmoney_raw', 'end_time': '1598606913', 'start_time': '1598606913', 'spider_name': 'caijing_southmoney_caijingyaowen'}  消息处理总量:1条
2020-08-28 at 17:28:50 | SUCCESS | 消息内容:{'end_time': '1598606882', 'spider_name': 'caijing_guandian_news_all', 'collection_name': 'sy_news_finance_guandian_raw', 'start_time': '1598606876'}  消息处理总量:7条
2020-08-28 at 17:28:53 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_hexun_raw', 'end_time': '1598606953', 'start_time': '1598606953', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-08-28 at 17:29:21 | SUCCESS | 消息内容:{'end_time': '1598606990', 'collection_name': 'sy_news_hangye_mining120_raw', 'spider_name': 'hangye_mining120_guonei', 'start_time': '1598606983'}  消息处理总量:14条
2020-08-28 at 17:29:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_mysteel_raw', 'end_time': '1598606979', 'start_time': '1598606949', 'spider_name': 'caijing_mysteel_zonghe_all'}  消息处理总量:3条
2020-08-28 at 17:30:37 | SUCCESS | 消息内容:{'end_time': '1598607056', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj', 'start_time': '1598607056'}  消息处理总量:1条
2020-08-28 at 17:30:54 | SUCCESS | 消息内容:{'end_time': '1598607059', 'spider_name': 'caijing_askci_gcy', 'collection_name': 'sy_news_finance_askci_raw', 'start_time': '1598607057'}  消息处理总量:3条
2020-08-28 at 17:31:23 | SUCCESS | 消息内容:{'start_time': '1598607089', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598607091'}  消息处理总量:5条
2020-08-28 at 17:31:36 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598607043', 'start_time': '1598607032', 'spider_name': 'caijing_eastmoney_gsxw'}  消息处理总量:16条
2020-08-28 at 17:31:52 | SUCCESS | 消息内容:{'start_time': '1598607123', 'collection_name': 'sy_news_finance_xueqiu_raw', 'spider_name': 'caijing_xueqiu_hs', 'end_time': '1598607123'}  消息处理总量:1条
2020-08-28 at 17:32:08 | SUCCESS | 消息内容:{'collection_name': 'sy_news_hangye_mining120_raw', 'end_time': '1598607165', 'start_time': '1598607163', 'spider_name': 'hangye_mining120_guoji'}  消息处理总量:4条
2020-08-28 at 17:32:16 | SUCCESS | 消息内容:{'start_time': '1598607058', 'spider_name': 'caijing_eastmoney_jigou_all', 'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598607058'}  消息处理总量:1条
2020-08-28 at 17:32:44 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cqnews_raw', 'end_time': '1598607108', 'start_time': '1598607015', 'spider_name': 'caijing_cqnews_finance_all'}  消息处理总量:2条
2020-08-28 at 17:32:46 | SUCCESS | 消息内容:{'start_time': '1598607125', 'spider_name': 'caijing_wabei_chanye', 'collection_name': 'sy_news_finance_wabei_raw', 'end_time': '1598607131'}  消息处理总量:2条
2020-08-28 at 17:33:36 | SUCCESS | 消息内容:{'end_time': '1598607245', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1598607244'}  消息处理总量:3条
2020-08-28 at 17:33:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'end_time': '1598607218', 'start_time': '1598607214', 'spider_name': 'caijing_eastmoney_hk_all'}  消息处理总量:7条
2020-08-28 at 17:33:57 | SUCCESS | 消息内容:{'start_time': '1598607003', 'spider_name': 'caijing_china_chanjing', 'collection_name': 'sy_news_finance_china_raw', 'end_time': '1598607003'}  消息处理总量:1条
2020-08-28 at 17:34:27 | SUCCESS | 消息内容:{'end_time': '1598607274', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw', 'start_time': '1598607264'}  消息处理总量:17条
2020-08-28 at 17:34:34 | SUCCESS | 消息内容:{'end_time': '1598607296', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1598607296'}  消息处理总量:2条
2020-08-28 at 17:35:12 | SUCCESS | 消息内容:{'end_time': '1598607328', 'spider_name': 'caijing_leju_lejucaijing_all', 'collection_name': 'sy_news_finance_leju_raw', 'start_time': '1598607302'}  消息处理总量:3条
2020-08-28 at 17:35:37 | SUCCESS | 消息内容:{'start_time': '1598607345', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ganggu', 'end_time': '1598607349'}  消息处理总量:4条
2020-08-28 at 17:35:45 | SUCCESS | 消息内容:{'end_time': '1598607209', 'spider_name': 'caijing_cyzone_all', 'collection_name': 'sy_news_finance_cyzone_raw', 'start_time': '1598607209'}  消息处理总量:1条
2020-08-28 at 17:36:35 | SUCCESS | 消息内容:{'start_time': '1598607418', 'collection_name': 'sy_news_finance_cs_raw', 'spider_name': 'caijing_cs_gongsi', 'end_time': '1598607418'}  消息处理总量:1条
