2020-04-26 at 09:30:08 | ERROR | 算法模型服务端口未开启
2020-04-30 at 18:05:00 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1588241041', 'end_time': '1588241045'}  消息处理总量:7条
2020-04-30 at 18:05:25 | SUCCESS | 消息内容:{'end_time': '1588241074', 'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1588241074'}  消息处理总量:1条
2020-04-30 at 18:06:53 | SUCCESS | 消息内容:{'end_time': '1588241158', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588241151'}  消息处理总量:10条
2020-04-30 at 18:07:42 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss', 'start_time': '1588241204', 'end_time': '1588241208'}  消息处理总量:8条
2020-04-30 at 18:07:45 | SUCCESS | 消息内容:{'end_time': '1588241211', 'start_time': '1588241211', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:1条
2020-04-30 at 18:07:56 | SUCCESS | 消息内容:{'end_time': '1588241293', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1588241293'}  消息处理总量:1条
2020-04-30 at 18:08:07 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jiemian_raw', 'end_time': '1588241232', 'start_time': '1588241232', 'spider_name': 'caijing_jiemian_jt'}  消息处理总量:2条
2020-04-30 at 18:08:25 | SUCCESS | 消息内容:{'end_time': '1588241252', 'spider_name': 'caijing_cnstock_ssgs', 'collection_name': 'sy_news_finance_cnstock_raw', 'start_time': '1588241252'}  消息处理总量:1条
2020-04-30 at 18:08:35 | SUCCESS | 消息内容:{'end_time': '1588241264', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588241264'}  消息处理总量:1条
2020-04-30 at 18:09:31 | SUCCESS | 消息内容:{'end_time': '1588241315', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588241314'}  消息处理总量:2条
2020-04-30 at 18:09:34 | SUCCESS | 消息内容:{'end_time': '1588241306', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1588241287', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:28条
2020-04-30 at 18:10:45 | SUCCESS | 消息内容:{'end_time': '1588241391', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588241391'}  消息处理总量:1条
2020-04-30 at 18:11:06 | SUCCESS | 消息内容:{'spider_name': 'caijing_jiemian_xiaofei', 'end_time': '1588241416', 'start_time': '1588241416', 'collection_name': 'sy_news_finance_jiemian_raw'}  消息处理总量:1条
2020-04-30 at 18:11:51 | SUCCESS | 消息内容:{'end_time': '1588241457', 'spider_name': 'caijing_stockstar_gs', 'collection_name': 'sy_news_finance_stockstar_raw', 'start_time': '1588241455'}  消息处理总量:5条
2020-04-30 at 18:12:12 | SUCCESS | 消息内容:{'end_time': '1588241477', 'spider_name': 'caijing_yicai_Agu', 'collection_name': 'sy_news_finance_yicai_raw', 'start_time': '1588241475'}  消息处理总量:4条
2020-04-30 at 18:13:45 | SUCCESS | 消息内容:{'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588241574', 'end_time': '1588241574'}  消息处理总量:1条
2020-04-30 at 18:14:11 | SUCCESS | 消息内容:{'end_time': '1588241565', 'start_time': '1588241547', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:22条
2020-04-30 at 18:14:30 | SUCCESS | 消息内容:{'end_time': '1588241607', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588241598'}  消息处理总量:14条
2020-04-30 at 18:14:32 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1588241616', 'start_time': '1588241614', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:5条
2020-04-30 at 18:15:01 | SUCCESS | 消息内容:{'end_time': '1588241646', 'start_time': '1588241645', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:2条
2020-04-30 at 18:15:31 | SUCCESS | 消息内容:{'end_time': '1588241681', 'spider_name': 'caijing_yicai_dz', 'collection_name': 'sy_news_finance_yicai_raw', 'start_time': '1588241681'}  消息处理总量:1条
2020-04-30 at 18:15:45 | SUCCESS | 消息内容:{'end_time': '1588241695', 'spider_name': 'caijing_cs_gsxw', 'start_time': '1588241695', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-04-30 at 18:16:11 | SUCCESS | 消息内容:{'end_time': '1588241721', 'start_time': '1588241721', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_yiyao'}  消息处理总量:1条
2020-04-30 at 18:17:06 | SUCCESS | 消息内容:{'end_time': '1588241773', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588241772'}  消息处理总量:2条
2020-04-30 at 18:18:06 | SUCCESS | 消息内容:{'end_time': '1588241906', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1588241906', 'spider_name': 'hangye_smm_news'}  消息处理总量:1条
2020-04-30 at 18:18:14 | SUCCESS | 消息内容:{'end_time': '1588241833', 'start_time': '1588241832', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:2条
2020-04-30 at 18:18:40 | SUCCESS | 消息内容:{'end_time': '1588241863', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588241857'}  消息处理总量:7条
2020-04-30 at 18:18:45 | SUCCESS | 消息内容:{'spider_name': 'hangye_autohome_news', 'collection_name': 'sy_news_hangye_autohome_raw', 'start_time': '1588241942', 'end_time': '1588241942'}  消息处理总量:1条
2020-04-30 at 18:18:57 | SUCCESS | 消息内容:{'end_time': '1588241882', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1588241881'}  消息处理总量:3条
2020-04-30 at 18:19:02 | SUCCESS | 消息内容:{'end_time': '1588241886', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588241884'}  消息处理总量:4条
2020-04-30 at 18:19:07 | SUCCESS | 消息内容:{'end_time': '1588241892', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1588241892', 'spider_name': 'caijing_china_ny'}  消息处理总量:1条
2020-04-30 at 18:19:27 | SUCCESS | 消息内容:{'end_time': '1588241908', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588241908'}  消息处理总量:1条
2020-04-30 at 18:19:46 | SUCCESS | 消息内容:{'end_time': '1588241934', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588241934'}  消息处理总量:1条
2020-04-30 at 18:20:25 | SUCCESS | 消息内容:{'end_time': '1588241972', 'spider_name': 'caijing_cnfol_cyjj', 'start_time': '1588241972', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:1条
2020-04-30 at 18:21:07 | SUCCESS | 消息内容:{'end_time': '1588242012', 'start_time': '1588242012', 'collection_name': 'sy_news_finance_china_raw', 'spider_name': 'caijing_china_zq'}  消息处理总量:1条
2020-04-30 at 18:21:07 | SUCCESS | 消息内容:{'end_time': '1588242012', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588242012'}  消息处理总量:1条
2020-04-30 at 18:22:00 | SUCCESS | 消息内容:{'start_time': '1588242065', 'collection_name': 'sy_news_finance_stockstar_raw', 'spider_name': 'caijing_stockstar_gs', 'end_time': '1588242066'}  消息处理总量:3条
2020-04-30 at 18:22:06 | SUCCESS | 消息内容:{'end_time': '1588242072', 'spider_name': 'caijing_china_kcb', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1588242072'}  消息处理总量:1条
2020-04-30 at 18:23:20 | SUCCESS | 消息内容:{'end_time': '1588242142', 'spider_name': 'caijing_jrj_ss', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588242135'}  消息处理总量:9条
2020-04-30 at 18:23:21 | SUCCESS | 消息内容:{'end_time': '1588242142', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588242142', 'spider_name': 'caijing_sina_chanjing'}  消息处理总量:1条
2020-04-30 at 18:23:58 | SUCCESS | 消息内容:{'end_time': '1588242178', 'start_time': '1588242168', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw'}  消息处理总量:11条
2020-04-30 at 18:24:06 | SUCCESS | 消息内容:{'end_time': '1588242197', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588242196'}  消息处理总量:2条
2020-04-30 at 18:24:18 | SUCCESS | 消息内容:{'end_time': '1588242202', 'spider_name': 'caijing_bjnews_finance', 'start_time': '1588242196', 'collection_name': 'sy_news_finance_bjnews_raw'}  消息处理总量:4条
2020-04-30 at 18:24:50 | SUCCESS | 消息内容:{'end_time': '1588242227', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588242218'}  消息处理总量:13条
2020-04-30 at 18:24:54 | SUCCESS | 消息内容:{'end_time': '1588242239', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588242234'}  消息处理总量:10条
2020-04-30 at 18:25:02 | SUCCESS | 消息内容:{'end_time': '1588242247', 'spider_name': 'caijing_eastmoney_caijing', 'start_time': '1588242245', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:3条
2020-04-30 at 18:25:16 | SUCCESS | 消息内容:{'end_time': '1588242262', 'start_time': '1588242262', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_hongguan'}  消息处理总量:1条
2020-04-30 at 18:26:55 | SUCCESS | 消息内容:{'end_time': '1588242364', 'spider_name': 'caijing_jrj_xsb', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588242364'}  消息处理总量:1条
2020-04-30 at 18:27:26 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'end_time': '1588242393', 'start_time': '1588242391', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:4条
2020-04-30 at 18:27:45 | SUCCESS | 消息内容:{'end_time': '1588242414', 'start_time': '1588242414', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_gncj'}  消息处理总量:2条
2020-04-30 at 18:28:27 | SUCCESS | 消息内容:{'end_time': '1588242452', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588242452'}  消息处理总量:1条
2020-04-30 at 18:28:36 | SUCCESS | 消息内容:{'spider_name': 'caijing_xueqiu_hs', 'collection_name': 'sy_news_finance_xueqiu_raw', 'start_time': '1588242462', 'end_time': '1588242462'}  消息处理总量:1条
2020-04-30 at 18:28:51 | SUCCESS | 消息内容:{'end_time': '1588242480', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588242477'}  消息处理总量:3条
2020-04-30 at 18:29:22 | SUCCESS | 消息内容:{'end_time': '1588242502', 'spider_name': 'caijing_cnfol_gegu', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1588242492'}  消息处理总量:17条
2020-04-30 at 18:29:51 | SUCCESS | 消息内容:{'end_time': '1588242534', 'spider_name': 'caijing_qq_chanye', 'collection_name': 'sy_news_finance_qq_raw', 'start_time': '1588242534'}  消息处理总量:1条
2020-04-30 at 18:29:58 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj', 'start_time': '1588242527', 'end_time': '1588242537'}  消息处理总量:14条
2020-04-30 at 18:30:15 | SUCCESS | 消息内容:{'end_time': '1588242559', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588242554'}  消息处理总量:10条
2020-04-30 at 18:30:31 | SUCCESS | 消息内容:{'start_time': '1588242577', 'end_time': '1588242577', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:1条
2020-04-30 at 18:30:37 | SUCCESS | 消息内容:{'end_time': '1588242584', 'spider_name': 'caijing_sina_zq', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588242583'}  消息处理总量:2条
2020-04-30 at 18:31:26 | SUCCESS | 消息内容:{'end_time': '1588242632', 'spider_name': 'caijing_cnfol_gncj', 'collection_name': 'sy_news_finance_cnfol_raw', 'start_time': '1588242632'}  消息处理总量:1条
2020-04-30 at 18:31:36 | SUCCESS | 消息内容:{'spider_name': 'caijing_cs_xsb', 'end_time': '1588242635', 'start_time': '1588242635', 'collection_name': 'sy_news_finance_cs_raw'}  消息处理总量:1条
2020-04-30 at 18:32:44 | SUCCESS | 消息内容:{'end_time': '1588242708', 'spider_name': 'caijing_hexun_gsyw', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588242701'}  消息处理总量:12条
2020-04-30 at 18:32:45 | SUCCESS | 消息内容:{'end_time': '1588242712', 'spider_name': 'caijing_qq_hongguan', 'collection_name': 'sy_news_finance_qq_raw', 'start_time': '1588242712'}  消息处理总量:2条
2020-04-30 at 18:33:17 | SUCCESS | 消息内容:{'spider_name': 'caijing_caijing_industry', 'collection_name': 'sy_news_finance_caijing_raw', 'start_time': '1588242742', 'end_time': '1588242742'}  消息处理总量:2条
2020-04-30 at 18:33:27 | SUCCESS | 消息内容:{'end_time': '1588242754', 'start_time': '1588242754', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:2条
2020-04-30 at 18:33:41 | SUCCESS | 消息内容:{'end_time': '1588242766', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588242766'}  消息处理总量:1条
2020-04-30 at 18:33:47 | SUCCESS | 消息内容:{'end_time': '1588242815', 'spider_name': 'hangye_people_news', 'start_time': '1588242814', 'collection_name': 'sy_news_hangye_people_raw'}  消息处理总量:2条
2020-04-30 at 18:34:26 | SUCCESS | 消息内容:{'end_time': '1588242813', 'spider_name': 'caijing_caijing_hongguan', 'collection_name': 'sy_news_finance_caijing_raw', 'start_time': '1588242813'}  消息处理总量:1条
2020-04-30 at 18:34:32 | SUCCESS | 消息内容:{'end_time': '1588242817', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588242815'}  消息处理总量:2条
2020-04-30 at 18:35:12 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588242787', 'end_time': '1588242853'}  消息处理总量:12条
2020-04-30 at 18:35:23 | SUCCESS | 消息内容:{'end_time': '1588242863', 'spider_name': 'caijing_jrj_chanjing', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588242854'}  消息处理总量:15条
2020-04-30 at 18:35:47 | SUCCESS | 消息内容:{'end_time': '1588242893', 'spider_name': 'caijing_qq_Agu', 'collection_name': 'sy_news_finance_qq_raw', 'start_time': '1588242892'}  消息处理总量:2条
2020-04-30 at 18:37:51 | SUCCESS | 消息内容:{'spider_name': 'caijing_hexun_gsyw', 'end_time': '1588243017', 'start_time': '1588243011', 'collection_name': 'sy_news_finance_hexun_raw'}  消息处理总量:2条
2020-04-30 at 18:38:02 | SUCCESS | 消息内容:{'end_time': '1588243029', 'start_time': '1588243027', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cjjsp'}  消息处理总量:2条
2020-04-30 at 18:38:15 | SUCCESS | 消息内容:{'end_time': '1588243037', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588243034'}  消息处理总量:6条
2020-04-30 at 18:38:22 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_thepaper_raw', 'spider_name': 'caijing_thepaper_cjgs', 'start_time': '1588243045', 'end_time': '1588243046'}  消息处理总量:3条
2020-04-30 at 18:38:25 | SUCCESS | 消息内容:{'end_time': '1588243122', 'start_time': '1588243122', 'collection_name': 'sy_news_hangye_smm_raw', 'spider_name': 'hangye_smm_news'}  消息处理总量:1条
2020-04-30 at 18:39:11 | SUCCESS | 消息内容:{'end_time': '1588243099', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588243097'}  消息处理总量:4条
2020-04-30 at 18:39:16 | SUCCESS | 消息内容:{'end_time': '1588243102', 'spider_name': 'caijing_guancha_shangshi', 'collection_name': 'sy_news_finance_guancha_raw', 'start_time': '1588243102'}  消息处理总量:1条
2020-04-30 at 18:39:18 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_cnfol_raw', 'spider_name': 'caijing_cnfol_gegu', 'start_time': '1588243102', 'end_time': '1588243103'}  消息处理总量:4条
2020-04-30 at 18:39:35 | SUCCESS | 消息内容:{'end_time': '1588243124', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588243124'}  消息处理总量:1条
2020-04-30 at 18:40:06 | SUCCESS | 消息内容:{'end_time': '1588243222', 'collection_name': 'sy_news_hangye_mining120_raw', 'start_time': '1588243222', 'spider_name': 'hangye_mining120_guonei'}  消息处理总量:1条
2020-04-30 at 18:40:44 | SUCCESS | 消息内容:{'end_time': '1588243185', 'start_time': '1588243175', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_caijing'}  消息处理总量:14条
2020-04-30 at 18:40:45 | SUCCESS | 消息内容:{'end_time': '1588243191', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588243191'}  消息处理总量:1条
2020-04-30 at 18:40:53 | SUCCESS | 消息内容:{'end_time': '1588243152', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588243147', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:4条
2020-04-30 at 18:41:17 | SUCCESS | 消息内容:{'end_time': '1588243226', 'start_time': '1588243225', 'collection_name': 'sy_news_finance_thepaper_raw', 'spider_name': 'caijing_thepaper_cjsxy'}  消息处理总量:2条
2020-04-30 at 18:42:16 | SUCCESS | 消息内容:{'end_time': '1588243285', 'spider_name': 'caijing_yicai_Agu', 'collection_name': 'sy_news_finance_yicai_raw', 'start_time': '1588243285'}  消息处理总量:1条
2020-04-30 at 18:42:22 | SUCCESS | 消息内容:{'spider_name': 'caijing_stockstar_gs', 'end_time': '1588243287', 'start_time': '1588243285', 'collection_name': 'sy_news_finance_stockstar_raw'}  消息处理总量:4条
2020-04-30 at 18:42:32 | SUCCESS | 消息内容:{'end_time': '1588243297', 'start_time': '1588243294', 'collection_name': 'sy_news_finance_jrj_raw', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:5条
2020-04-30 at 18:43:06 | SUCCESS | 消息内容:{'end_time': '1588243402', 'spider_name': 'hangye_mining120_guoji', 'collection_name': 'sy_news_hangye_mining120_raw', 'start_time': '1588243402'}  消息处理总量:1条
2020-04-30 at 18:43:50 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_jrj_raw', 'end_time': '1588243374', 'start_time': '1588243374', 'spider_name': 'caijing_jrj_ss'}  消息处理总量:2条
2020-04-30 at 18:44:47 | SUCCESS | 消息内容:{'end_time': '1588243435', 'start_time': '1588243434', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:2条
2020-04-30 at 18:44:50 | SUCCESS | 消息内容:{'end_time': '1588243434', 'spider_name': 'caijing_ifeng_hongguan', 'collection_name': 'sy_news_finance_ifeng_raw', 'start_time': '1588243432'}  消息处理总量:4条
2020-04-30 at 18:45:03 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_ccjxw', 'start_time': '1588243407', 'end_time': '1588243409'}  消息处理总量:3条
2020-04-30 at 18:45:16 | SUCCESS | 消息内容:{'end_time': '1588243464', 'spider_name': 'caijing_yicai_dz', 'collection_name': 'sy_news_finance_yicai_raw', 'start_time': '1588243464'}  消息处理总量:2条
2020-04-30 at 18:45:17 | SUCCESS | 消息内容:{'end_time': '1588243459', 'start_time': '1588243456', 'collection_name': 'sy_news_finance_eastmoney_raw', 'spider_name': 'caijing_eastmoney_cgnjj'}  消息处理总量:3条
2020-04-30 at 18:45:26 | SUCCESS | 消息内容:{'end_time': '1588243474', 'spider_name': 'caijing_jrj_chanjing', 'start_time': '1588243474', 'collection_name': 'sy_news_finance_jrj_raw'}  消息处理总量:2条
2020-04-30 at 18:46:05 | SUCCESS | 消息内容:{'end_time': '1588243514', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588243514'}  消息处理总量:2条
2020-04-30 at 18:46:46 | SUCCESS | 消息内容:{'end_time': '1588243555', 'spider_name': 'caijing_cs_gsxw', 'collection_name': 'sy_news_finance_cs_raw', 'start_time': '1588243554'}  消息处理总量:2条
2020-04-30 at 18:48:19 | SUCCESS | 消息内容:{'end_time': '1588243643', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588243631', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:13条
2020-04-30 at 18:48:30 | SUCCESS | 消息内容:{'end_time': '1588243654', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588243654'}  消息处理总量:2条
2020-04-30 at 18:48:35 | SUCCESS | 消息内容:{'end_time': '1588243732', 'spider_name': 'hangye_smm_news', 'collection_name': 'sy_news_hangye_smm_raw', 'start_time': '1588243732'}  消息处理总量:1条
2020-04-30 at 18:49:28 | SUCCESS | 消息内容:{'spider_name': 'caijing_cnfol_gegu', 'end_time': '1588243717', 'start_time': '1588243713', 'collection_name': 'sy_news_finance_cnfol_raw'}  消息处理总量:6条
2020-04-30 at 18:49:43 | SUCCESS | 消息内容:{'end_time': '1588243727', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588243719'}  消息处理总量:13条
2020-04-30 at 18:50:01 | SUCCESS | 消息内容:{'end_time': '1588243745', 'spider_name': 'caijing_sina_ssgs', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588243745'}  消息处理总量:2条
2020-04-30 at 18:50:30 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_cgnjj', 'end_time': '1588243773', 'start_time': '1588243768', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:5条
2020-04-30 at 18:50:46 | SUCCESS | 消息内容:{'end_time': '1588243796', 'spider_name': 'caijing_yicai_cj', 'collection_name': 'sy_news_finance_yicai_raw', 'start_time': '1588243796'}  消息处理总量:1条
2020-04-30 at 18:51:16 | SUCCESS | 消息内容:{'end_time': '1588243822', 'spider_name': 'caijing_china_zq', 'collection_name': 'sy_news_finance_china_raw', 'start_time': '1588243822'}  消息处理总量:1条
2020-04-30 at 18:52:14 | SUCCESS | 消息内容:{'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_guonei', 'start_time': '1588243871', 'end_time': '1588243874'}  消息处理总量:6条
2020-04-30 at 18:54:17 | SUCCESS | 消息内容:{'end_time': '1588244004', 'spider_name': 'caijing_sina_chanjing', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588244002'}  消息处理总量:4条
2020-04-30 at 18:54:21 | SUCCESS | 消息内容:{'end_time': '1588244006', 'spider_name': 'caijing_bjnews_finance', 'collection_name': 'sy_news_finance_bjnews_raw', 'start_time': '1588244006'}  消息处理总量:1条
2020-04-30 at 18:54:49 | SUCCESS | 消息内容:{'spider_name': 'caijing_eastmoney_ccjxw', 'end_time': '1588244031', 'start_time': '1588244027', 'collection_name': 'sy_news_finance_eastmoney_raw'}  消息处理总量:6条
2020-04-30 at 18:55:11 | SUCCESS | 消息内容:{'end_time': '1588244057', 'start_time': '1588244056', 'collection_name': 'sy_news_finance_sina_raw', 'spider_name': 'caijing_sina_ssgs'}  消息处理总量:2条
2020-04-30 at 18:55:31 | SUCCESS | 消息内容:{'end_time': '1588244078', 'spider_name': 'caijing_eastmoney_cgnjj', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588244078'}  消息处理总量:1条
2020-04-30 at 18:55:52 | SUCCESS | 消息内容:{'end_time': '1588244096', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588244093', 'spider_name': 'caijing_jrj_chanjing'}  消息处理总量:5条
2020-04-30 at 18:56:03 | SUCCESS | 消息内容:{'end_time': '1588244106', 'spider_name': 'caijing_eastmoney_caijing', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588244104'}  消息处理总量:5条
2020-04-30 at 18:56:16 | SUCCESS | 消息内容:{'end_time': '1588244123', 'spider_name': 'caijing_hexun_hongguan', 'collection_name': 'sy_news_finance_hexun_raw', 'start_time': '1588244122'}  消息处理总量:2条
2020-04-30 at 18:56:51 | SUCCESS | 消息内容:{'spider_name': 'caijing_caixin_companies', 'collection_name': 'sy_news_finance_caixin_raw', 'start_time': '1588244152', 'end_time': '1588244153'}  消息处理总量:2条
2020-04-30 at 18:57:15 | SUCCESS | 消息内容:{'end_time': '1588244182', 'start_time': '1588244182', 'collection_name': 'sy_news_finance_jiemian_raw', 'spider_name': 'caijing_jiemian_hg'}  消息处理总量:1条
2020-04-30 at 18:57:17 | SUCCESS | 消息内容:{'end_time': '1588244183', 'spider_name': 'caijing_sina_guonei', 'collection_name': 'sy_news_finance_sina_raw', 'start_time': '1588244182'}  消息处理总量:2条
2020-04-30 at 18:58:19 | SUCCESS | 消息内容:{'end_time': '1588244239', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588244224', 'spider_name': 'caijing_jrj_xsb'}  消息处理总量:25条
2020-04-30 at 18:58:26 | SUCCESS | 消息内容:{'end_time': '1588244252', 'start_time': '1588244252', 'collection_name': 'sy_news_finance_hexun_raw', 'spider_name': 'caijing_hexun_gsyw'}  消息处理总量:1条
2020-04-30 at 18:58:45 | SUCCESS | 消息内容:{'end_time': '1588244274', 'spider_name': 'caijing_jrj_gncj', 'collection_name': 'sy_news_finance_jrj_raw', 'start_time': '1588244274'}  消息处理总量:1条
2020-04-30 at 18:59:33 | SUCCESS | 消息内容:{'end_time': '1588244316', 'spider_name': 'caijing_sina_chanjing', 'start_time': '1588244312', 'collection_name': 'sy_news_finance_sina_raw'}  消息处理总量:5条
2020-04-30 at 18:59:54 | SUCCESS | 消息内容:{'end_time': '1588244341', 'spider_name': 'caijing_eastmoney_ccjxw', 'collection_name': 'sy_news_finance_eastmoney_raw', 'start_time': '1588244338'}  消息处理总量:5条
